scraped_id,text,tagger,tagged_date,label,clean_data
51,Ay bokum 1.60 altı kadınlar kendine kadınım demesin,model_tarafından_etiketlendi,2022-07-31 22:13:33.000000,Cinsiyetçilik,ay bokum  alti kadinlar kendine kadinim demesin
52,ayetel kürsi okuyamayan da kendine erkegim demesin,model_tarafından_etiketlendi,2022-07-31 22:13:35.000000,Cinsiyetçilik,ayetel kursi okuyamayan da kendine erkegim demesin
53,aynen erkekler komik değil,model_tarafından_etiketlendi,2022-07-31 22:13:37.000000,Cinsiyetçilik,aynen erkekler komik degil
54,aynen öyle efendim arabası olmayan da kendine erkeğim demesin,model_tarafından_etiketlendi,2022-07-31 22:13:39.000000,Cinsiyetçilik,aynen oyle efendim arabasi olmayan da kendine erkegim demesin
55,"Aynen öyle. Şu denk geldiğimiz zamana bak. Bir kadının doğru insanla aile olmak istemesine, anne olmak istemesine ‘sömürü’ olarak bakmak sağlıksız bir ruh halidir.",model_tarafından_etiketlendi,2022-07-31 22:13:41.000000,Cinsiyetçilik,aynen oyle su denk geldigimiz zamana bak bir kadinin dogru insanla aile olmak istemesine anne olmak istemesine somuru olarak bakmak sagliksiz bir ruh halidir
56,Aynı anda 3 tava ile çalışmayan erkek de kendine erkeğim demesin sjdjdjdjd,model_tarafından_etiketlendi,2022-07-31 22:13:43.000000,Cinsiyetçilik,ayni anda  tava ile calismayan erkek de kendine erkegim demesin sjdjdjdjd
57,Babet çorap giyen erkek kendine erkeğim demesin,model_tarafından_etiketlendi,2022-07-31 22:13:45.000000,Cinsiyetçilik,babet corap giyen erkek kendine erkegim demesin
58,bacağında kazak gibi kıl olan erkek iticiliği,model_tarafından_etiketlendi,2022-07-31 22:13:47.000000,Cinsiyetçilik,bacaginda kazak gibi kil olan erkek iticiligi
59,"Bakıyorum da çoğu erkek karıya kıza hala AÇ, sadık olmak güzel sevmek nedir öğrenememişler. 
Ne yazık.",model_tarafından_etiketlendi,2022-07-31 22:13:49.000000,Cinsiyetçilik,bakiyorum da cogu erkek kariya kiza hala ac sadik olmak guzel sevmek nedir ogrenememisler ne yazik
60,Bakire kız arıyorsan sen de bakir erkek olacaksın. Milli olmak uçkuru bozuk güruhun uydurması.. her kültür doğru değil,model_tarafından_etiketlendi,2022-07-31 22:13:51.000000,Cinsiyetçilik,bakire kiz ariyorsan sen de bakir erkek olacaksin milli olmak uckuru bozuk guruhun uydurmasi her kultur dogru degil
61,Bana bot hesaplar üzerinden tehdit mesajları atan herkesi dava edecem burdan söylüyorum erkek adam gerçek profili ile karşıma çıkar. Korkak herifler,model_tarafından_etiketlendi,2022-07-31 22:13:53.000000,Cinsiyetçilik,bana bot hesaplar uzerinden tehdit mesajlari atan herkesi dava edecem burdan soyluyorum erkek adam gercek profili ile karsima cikar korkak herifler
62,Bana düşmeyecek kız da kendine kızım demesin,model_tarafından_etiketlendi,2022-07-31 22:13:55.000000,Cinsiyetçilik,bana dusmeyecek kiz da kendine kizim demesin
63,bana neden tüm erkekler yalancıymış gibi geliyor,model_tarafından_etiketlendi,2022-07-31 22:13:57.000000,Cinsiyetçilik,bana neden tum erkekler yalanciymis gibi geliyor
64,bana yine erkeklerden tiksinme perileri geldi,model_tarafından_etiketlendi,2022-07-31 22:13:59.000000,Cinsiyetçilik,bana yine erkeklerden tiksinme perileri geldi
65,"barışı haklı bulan kadın kendine kadınım demesin 

ŞiddeteKarşı EvrimYanındayız",model_tarafından_etiketlendi,2022-07-31 22:14:01.000000,Cinsiyetçilik,barisi hakli bulan kadin kendine kadinim demesin siddetekarsi evrimyanindayiz
66,Bazı erkekler kapatılsın.,model_tarafından_etiketlendi,2022-07-31 22:14:05.000000,Cinsiyetçilik,bazi erkekler kapatilsin
67,"Bazı kadınlar hep yarım kalır
Ve o yarım kalmış halleri bile
Bazı adamlara fazladır...

#geceler",model_tarafından_etiketlendi,2022-07-31 22:14:07.000000,Cinsiyetçilik,bazi kadinlar hep yarim kalir ve o yarim kalmis halleri bile bazi adamlara fazladir
68,Beli 60 cm üzeri olanlar lütfen kendine kızım demesin,model_tarafından_etiketlendi,2022-07-31 22:14:11.000000,Cinsiyetçilik,beli  cm uzeri olanlar lutfen kendine kizim demesin
69,Bence bu dediğin zaten doğru aslında yukarıdaki floodda da bu söylenmişti baktığımızda kadın yapsa yapsa  yorgunluk bakımından değil de evdeki temizlik yemek gibi erkeklerin iş hayatında didindiği efordan daha az olan işleri yapıyor ve şey geldi aklıma mesela ailemizle,model_tarafından_etiketlendi,2022-07-31 22:14:15.000000,Cinsiyetçilik,bence bu dedigin zaten dogru aslinda yukaridaki floodda da bu soylenmisti baktigimizda kadin yapsa yapsa yorgunluk bakimindan degil de evdeki temizlik yemek gibi erkeklerin is hayatinda didindigi efordan daha az olan isleri yapiyor ve sey geldi aklima mesela ailemizle
70,Bende Türkiyedeki gibi abartılı senaryo sandım. Çünkü çirkin diye öyle bi zorbalığa uğruyor ki kız şok oldum. Çirkin falan da değil aslında yüzü sivilceli her ergende olduğu gibi. Ayrıca beyaz olma takıntıları varmış gibi geliyor,model_tarafından_etiketlendi,2022-07-31 22:14:17.000000,Cinsiyetçilik,bende turkiyedeki gibi abartili senaryo sandim cunku cirkin diye oyle bi zorbaliga ugruyor ki kiz sok oldum cirkin falan da degil aslinda yuzu sivilceli her ergende oldugu gibi ayrica beyaz olma takintilari varmis gibi geliyor
71,Beni gezdirebilecek bi hanımefendi arıyorum. Arabasız kız da kendine kızım demesin,model_tarafından_etiketlendi,2022-07-31 22:14:19.000000,Cinsiyetçilik,beni gezdirebilecek bi hanimefendi ariyorum arabasiz kiz da kendine kizim demesin
72,Benim gibi fizigi olmayanda bir zahmet kendine erkegim demesin,model_tarafından_etiketlendi,2022-07-31 22:14:21.000000,Cinsiyetçilik,benim gibi fizigi olmayanda bir zahmet kendine erkegim demesin
73,Benim gibi fiziği olmayan da kendine bir zahmet kadınım demesin,model_tarafından_etiketlendi,2022-07-31 22:14:23.000000,Cinsiyetçilik,benim gibi fizigi olmayan da kendine bir zahmet kadinim demesin
74,Benim gibi fiziği olmayan da kendine kadınım demesin demeyeceğim çünkü kadınlık fizikle olmaz,model_tarafından_etiketlendi,2022-07-31 22:14:25.000000,Cinsiyetçilik,benim gibi fizigi olmayan da kendine kadinim demesin demeyecegim cunku kadinlik fizikle olmaz
75,"Benim gibi fiziği olmayan da kendine kızım demesin, küçük göğüslü kızlar siz nasıl yaşıyorsunuz tarzı twittler atan kızlar gerçekten hayattaki tek başarınız fiziğiniz ya da büyük göğüsleriniz mi?",model_tarafından_etiketlendi,2022-07-31 22:14:27.000000,Cinsiyetçilik,benim gibi fizigi olmayan da kendine kizim demesin kucuk goguslu kizlar siz nasil yasiyorsunuz tarzi twittler atan kizlar gercekten hayattaki tek basariniz fiziginiz ya da buyuk gogusleriniz mi
76,Benim gibi olmayan da kendine kadınım demesin,model_tarafından_etiketlendi,2022-07-31 22:14:29.000000,Cinsiyetçilik,benim gibi olmayan da kendine kadinim demesin
77,Benim gibi yemek yapamayan da kendine kızım demesin.,model_tarafından_etiketlendi,2022-07-31 22:14:31.000000,Cinsiyetçilik,benim gibi yemek yapamayan da kendine kizim demesin
78,berberime hayır diyemediğim için kaşıma ve saçıma çizik attı biraz önce achhh erkek olmak çok zor amk,model_tarafından_etiketlendi,2022-07-31 22:14:35.000000,Cinsiyetçilik,berberime hayir diyemedigim icin kasima ve sacima cizik atti biraz once achhh erkek olmak cok zor amk
79,Berlin düşüp faşizm kaybettikten sonra Kızıl Ordu askerlerinin teca.. pardon özgürleştirdiği kadınlar...,model_tarafından_etiketlendi,2022-07-31 22:14:37.000000,Cinsiyetçilik,berlin dusup fasizm kaybettikten sonra kizil ordu askerlerinin teca pardon ozgurlestirdigi kadinlar
80,Bi erkeğin makyajı sakalıdır. sakalsız erkek kendine erkeğim demesin.,model_tarafından_etiketlendi,2022-07-31 22:14:39.000000,Cinsiyetçilik,bi erkegin makyaji sakalidir sakalsiz erkek kendine erkegim demesin
81,"Bin kere izlesem bıkmam.
Bill Burr - Meriçler ve kızgın karıları / kız arkadaşları (Türkçe alt yazılı) https://odysee.com/@erkekadam:a/bill-burr-mericler-ve-karilari:2?r=7wDSPomi8jD4fskSwmr1cg1pq7MFM4aq… #Odysee",model_tarafından_etiketlendi,2022-07-31 22:14:41.000000,Cinsiyetçilik,bin kere izlesem bikmam bill burr mericler ve kizgin karilari kiz arkadaslari turkce alt yazili
82,"Bir erkek öğrenmesi gereken her şeyi diğer erkeklerden öğrenir.

Bu açıdan öğrenme konusunda egoya yer yoktur.

Para kazanmayı, kız tavlamayı, vücut yapmayı, dövüşmeyi, araba sürmeyi diğer erkeklerden öğrenirsin.

Bir adam bir şeyde senden iyiyse çeneni kapat ve ondan öğren.",model_tarafından_etiketlendi,2022-07-31 22:14:45.000000,Cinsiyetçilik,bir erkek ogrenmesi gereken her seyi diger erkeklerden ogrenir bu acidan ogrenme konusunda egoya yer yoktur para kazanmayi kiz tavlamayi vucut yapmayi dovusmeyi araba surmeyi diger erkeklerden ogrenirsin bir adam bir seyde senden iyiyse ceneni kapat ve ondan ogren
83,biz bu hayatta hic esmer 1.80+ yakisikli cocuklardan cekmedik. hep kumral 1.70 yer cucesi buyuyememis sivilceli suratli ergenlerden cektik,model_tarafından_etiketlendi,2022-07-31 22:14:47.000000,Cinsiyetçilik,biz bu hayatta hic esmer  yakisikli cocuklardan cekmedik hep kumral  yer cucesi buyuyememis sivilceli suratli ergenlerden cektik
84,"Bizi anne olunca ""anne olan kadın"" diye tanımlıyorlar. Anne olmayınca ise konu yine değişmiyor; bu sefer de ""anne olmayan kadın"" diye tanımlanıyoruz. Siz hiç ""baba olan adam"" ya da ""baba ol/a/mayan adam"" diye tanımlanan bir erkek duydunuz mu? Kötüsünüz..",model_tarafından_etiketlendi,2022-07-31 22:14:49.000000,Cinsiyetçilik,bizi anne olunca anne olan kadin diye tanimliyorlar anne olmayinca ise konu yine degismiyor bu sefer de anne olmayan kadin diye tanimlaniyoruz siz hic baba olan adam ya da baba olamayan adam diye tanimlanan bir erkek duydunuz mu kotusunuz
85,boşanma savaşlarında KAYBEDEN HEP ERKEK neden acaba?!  #DurdurunBuSavaşı,model_tarafından_etiketlendi,2022-07-31 22:14:51.000000,Cinsiyetçilik,bosanma savaslarinda kaybeden hep erkek neden acaba
86,boyle fiziği olmayan kendine kızım demesin,model_tarafından_etiketlendi,2022-07-31 22:14:53.000000,Cinsiyetçilik,boyle fizigi olmayan kendine kizim demesin
87,boyle olmayan kiz kendine kizim demesin ayrica,model_tarafından_etiketlendi,2022-07-31 22:14:55.000000,Cinsiyetçilik,boyle olmayan kiz kendine kizim demesin ayrica
88,boyle olmayanlar da kendine erkegim demesin bi zahmet,model_tarafından_etiketlendi,2022-07-31 22:14:57.000000,Cinsiyetçilik,boyle olmayanlar da kendine erkegim demesin bi zahmet
89,Boyu 1.72’den kısa erkek=erkekcik,model_tarafından_etiketlendi,2022-07-31 22:14:59.000000,Cinsiyetçilik,boyu den kisa erkekerkekcik
90,Boyu 1.80 altında olan erkek kendine erkeğim demesin lütfen,model_tarafından_etiketlendi,2022-07-31 22:15:01.000000,Cinsiyetçilik,boyu  altinda olan erkek kendine erkegim demesin lutfen
91,boyu 150 ve sivilceli olunca bayanın tripler,model_tarafından_etiketlendi,2022-07-31 22:15:03.000000,Cinsiyetçilik,boyu  ve sivilceli olunca bayanin tripler
92,boyu 175 ten kısa olan erkekler de kendine erkeğim demesin,model_tarafından_etiketlendi,2022-07-31 22:15:05.000000,Cinsiyetçilik,boyu  ten kisa olan erkekler de kendine erkegim demesin
93,Boyu 700 metre olmayan erkek de kendine erkeğim demesin,model_tarafından_etiketlendi,2022-07-31 22:15:07.000000,Cinsiyetçilik,boyu  metre olmayan erkek de kendine erkegim demesin
94,"Boyu şu kadar olmayan, eli böyle olmayan, gözleri şu renk olmayan da kendine kadınım demesin' diyenler; yeri geldiğinde feminist, yeri geldiğinde cinsiyet ayrımcılığının karşısında ayağına yatıyor. Siz daha kendi içinizdeki fraksiyonları eşitleyememişsiniz mal değnekleri.",model_tarafından_etiketlendi,2022-07-31 22:15:09.000000,Cinsiyetçilik,boyu su kadar olmayan eli boyle olmayan gozleri su renk olmayan da kendine kadinim demesin diyenler yeri geldiginde feminist yeri geldiginde cinsiyet ayrimciliginin karsisinda ayagina yatiyor siz daha kendi icinizdeki fraksiyonlari esitleyememissiniz mal degnekleri
95,Börülce ayıklamayan erkek de kendine erkeğim demesin bir zahmet,model_tarafından_etiketlendi,2022-07-31 22:15:11.000000,Cinsiyetçilik,borulce ayiklamayan erkek de kendine erkegim demesin bir zahmet
96,Böyle elbisesi olmayan da kendine erkeğim demesin yaaa,model_tarafından_etiketlendi,2022-07-31 22:15:13.000000,Cinsiyetçilik,boyle elbisesi olmayan da kendine erkegim demesin yaaa
97,böyle eli olmayan da kendine kızım demesin,model_tarafından_etiketlendi,2022-07-31 22:15:15.000000,Cinsiyetçilik,boyle eli olmayan da kendine kizim demesin
98,Böyle fiziği olmayan da kendine kadınım demesin,model_tarafından_etiketlendi,2022-07-31 22:15:17.000000,Cinsiyetçilik,boyle fizigi olmayan da kendine kadinim demesin
99,Böyle fiziği olmayan da kendine kızım demesin,model_tarafından_etiketlendi,2022-07-31 22:15:19.000000,Cinsiyetçilik,boyle fizigi olmayan da kendine kizim demesin
100,Böyle giyinmeyen kız da kendine kızım demesin,model_tarafından_etiketlendi,2022-07-31 22:15:21.000000,Cinsiyetçilik,boyle giyinmeyen kiz da kendine kizim demesin
101,Böyle götü olmayan da kendine erkeğim demesin!!,model_tarafından_etiketlendi,2022-07-31 22:15:23.000000,Cinsiyetçilik,boyle gotu olmayan da kendine erkegim demesin
102,Böyle kek yapmayan da kendine kadınım demesin...,model_tarafından_etiketlendi,2022-07-31 22:15:25.000000,Cinsiyetçilik,boyle kek yapmayan da kendine kadinim demesin
103,Böyle kirpiği olmayan da kendine kadınım demesin lütfen! sfjjhdhkkkljgfg,model_tarafından_etiketlendi,2022-07-31 22:15:27.000000,Cinsiyetçilik,boyle kirpigi olmayan da kendine kadinim demesin lutfen sfjjhdhkkkljgfg
104,Böyle nude çekmeyen kendine erkeğim demesin desem,model_tarafından_etiketlendi,2022-07-31 22:15:29.000000,Cinsiyetçilik,boyle nude cekmeyen kendine erkegim demesin desem
105,böyle olmayan da kendine kadınım demesin,model_tarafından_etiketlendi,2022-07-31 22:15:31.000000,Cinsiyetçilik,boyle olmayan da kendine kadinim demesin
106,Böyle olmayan da kendine kadınım demesin,model_tarafından_etiketlendi,2022-07-31 22:15:33.000000,Cinsiyetçilik,boyle olmayan da kendine kadinim demesin
107,Böyle olmayan da kendine kızım demesin,model_tarafından_etiketlendi,2022-07-31 22:15:35.000000,Cinsiyetçilik,boyle olmayan da kendine kizim demesin
108,"böYlE olMayAn dA kenDinE kıZıM deMesiN, AnCa gEtiR göTürüMü yApaRsınıZ, eVe geLdin kaRsınDa böYle dUruyoRum naPabiLiRsinKi?, KıZlaR seVgiliLeriniZi eLiniZdEn alıRım",model_tarafından_etiketlendi,2022-07-31 22:15:37.000000,Cinsiyetçilik,boyle olmayan da kendine kizim demesin anca getir goturumu yaparsiniz eve geldin karsinda boyle duruyorum napabilirsinki kizlar sevgililerinizi elinizden alirim
109,"Böyle olmayan kızlarda kendine kızım demesin bi zahmet..
Ha bu arada fotoyu çeken kişinin ayak parmağı for :)",model_tarafından_etiketlendi,2022-07-31 22:15:39.000000,Cinsiyetçilik,boyle olmayan kizlarda kendine kizim demesin bi zahmet ha bu arada fotoyu ceken kisinin ayak parmagi for
110,böyle pasta yapamayan da kendine kızım demesin..,model_tarafından_etiketlendi,2022-07-31 22:15:41.000000,Cinsiyetçilik,boyle pasta yapamayan da kendine kizim demesin
111,Böyle rakı içmeyen kız da kendine kızım demesin,model_tarafından_etiketlendi,2022-07-31 22:15:43.000000,Cinsiyetçilik,boyle raki icmeyen kiz da kendine kizim demesin
112,Böyle temizlik yapmayan kendine kızım demesin,model_tarafından_etiketlendi,2022-07-31 22:15:45.000000,Cinsiyetçilik,boyle temizlik yapmayan kendine kizim demesin
113,Böyle yaprak saramayan da kendine kadınım demesin,model_tarafından_etiketlendi,2022-07-31 22:15:47.000000,Cinsiyetçilik,boyle yaprak saramayan da kendine kadinim demesin
